"","customer_id","customer_age","age_group","customer_gender","monetary_value","total_gross_profit","total_returns","frequency","recency_days","AOV","M_Score","F_Score","R_Score","RFM_Score","customer_tier"
"3010","C13042",38,"Middle-Aged","Female",310.28,53.67,0,5,95,62.056,2,3,2,7,"Silver"
"3011","C13043",25,"Young Adults","Male",6.43,-1.82,0,1,60,6.43,1,1,3,5,"Silver"
"3012","C13044",31,"Middle-Aged","Female",203.9,38.89,1,7,57,29.1285714285714,1,3,3,7,"Silver"
"3013","C13045",40,"Middle-Aged","Other",121.22,29.56,0,1,139,121.22,1,1,2,4,"Bronze"
"3014","C13046",61,"Seniors","Male",781.81,112.08,1,8,34,97.72625,3,3,3,9,"Gold"
"3015","C13047",20,"Young Adults","Female",31.28,9.39,0,1,566,31.28,1,1,1,3,"Bronze"
"3016","C13048",23,"Young Adults","Male",275.44,66.74,1,5,20,55.088,1,3,3,7,"Silver"
"3017","C13049",46,"Older Adults","Female",985.4,144.71,0,3,147,328.466666666667,3,2,2,7,"Silver"
"3018","C13050",40,"Middle-Aged","Male",12.31,0.96,0,1,245,12.31,1,1,1,3,"Bronze"
"3019","C13051",65,"Seniors","Female",290.62,53.75,1,4,180,72.655,1,2,1,4,"Bronze"
"3020","C13052",48,"Older Adults","Male",1015.59,235.25,1,9,90,112.843333333333,3,3,2,8,"Gold"
"3021","C13053",66,"Seniors","Other",267.03,70.75,0,2,54,133.515,1,1,3,5,"Silver"
"3022","C13054",45,"Older Adults","Female",715.68,190.55,1,6,13,119.28,2,3,3,8,"Gold"
"3023","C13055",24,"Young Adults","Male",1529.82,144.96,0,6,44,254.97,3,3,3,9,"Gold"
"3024","C13056",47,"Older Adults","Female",542.48,119.18,0,6,15,90.4133333333333,2,3,3,8,"Gold"
"3025","C13057",35,"Middle-Aged","Female",493.97,77.88,1,5,80,98.794,2,3,2,7,"Silver"
"3026","C13058",51,"Older Adults","Male",29.68,3.45,1,1,261,29.68,1,1,1,3,"Bronze"
"3027","C13059",60,"Seniors","Female",1834.85,211.16,0,4,91,458.7125,3,2,2,7,"Silver"
"3028","C13060",55,"Older Adults","Male",201.81,47.39,0,4,41,50.4525,1,2,3,6,"Silver"
"3029","C13061",30,"Middle-Aged","Male",523.72,139.38,0,5,70,104.744,2,3,2,7,"Silver"
"3030","C13062",58,"Seniors","Female",133.65,26.92,0,5,53,26.73,1,3,3,7,"Silver"
"3031","C13063",31,"Middle-Aged","Male",809.17,83.74,1,4,117,202.2925,3,2,2,7,"Silver"
"3032","C13064",27,"Middle-Aged","Other",103.61,13.45,0,3,509,34.5366666666667,1,2,1,4,"Bronze"
"3033","C13065",51,"Older Adults","Male",299.15,66.26,0,6,23,49.8583333333333,2,3,3,8,"Gold"
"3034","C13066",29,"Middle-Aged","Female",314.87,78.06,1,5,7,62.974,2,3,3,8,"Gold"
"3035","C13067",48,"Older Adults","Female",1220.41,352.66,1,4,25,305.1025,3,2,3,8,"Gold"
"3036","C13068",27,"Middle-Aged","Male",24.9,-2.41,0,2,103,12.45,1,1,2,4,"Bronze"
"3037","C13069",30,"Middle-Aged","Male",250.28,60.16,0,3,344,83.4266666666667,1,2,1,4,"Bronze"
"3038","C13070",65,"Seniors","Male",912.63,99.01,0,1,481,912.63,3,1,1,5,"Silver"
"3039","C13071",62,"Seniors","Male",355.61,82.61,0,4,84,88.9025,2,2,2,6,"Silver"
"3040","C13072",52,"Older Adults","Female",795.7,190.73,0,8,54,99.4625,3,3,3,9,"Gold"
"3041","C13073",61,"Seniors","Female",2764.46,333.84,0,4,125,691.115,3,2,2,7,"Silver"
"3042","C13074",33,"Middle-Aged","Male",177.06,25.68,0,2,301,88.53,1,1,1,3,"Bronze"
"3043","C13075",55,"Older Adults","Female",3484.67,470.6,0,5,28,696.934,3,3,3,9,"Gold"
"3044","C13076",46,"Older Adults","Female",200.56,46.93,0,5,76,40.112,1,3,2,6,"Silver"
"3045","C13078",61,"Seniors","Male",876.8,249.8,1,4,344,219.2,3,2,1,6,"Silver"
"3046","C13079",19,"Young Adults","Male",683.18,124.59,0,3,122,227.726666666667,2,2,2,6,"Silver"
"3047","C13080",39,"Middle-Aged","Female",220.2,49.26,0,3,250,73.4,1,2,1,4,"Bronze"
"3048","C13081",64,"Seniors","Male",695.82,151.54,0,10,118,69.582,2,3,2,7,"Silver"
"3049","C13082",40,"Middle-Aged","Male",1171.15,236.47,0,3,276,390.383333333333,3,2,1,6,"Silver"
"3050","C13083",40,"Middle-Aged","Male",808.04,93.6,1,10,52,80.804,3,3,3,9,"Gold"
"3051","C13084",41,"Older Adults","Male",173.1,35.41,0,4,314,43.275,1,2,1,4,"Bronze"
"3052","C13085",26,"Middle-Aged","Other",240.19,50.66,1,3,351,80.0633333333333,1,2,1,4,"Bronze"
"3053","C13086",65,"Seniors","Female",1112.98,245.12,0,7,54,158.997142857143,3,3,3,9,"Gold"
"3054","C13087",37,"Middle-Aged","Male",512.13,138.93,1,7,300,73.1614285714286,2,3,1,6,"Silver"
"3055","C13088",62,"Seniors","Female",248.61,54.87,1,6,27,41.435,1,3,3,7,"Silver"
"3056","C13089",36,"Middle-Aged","Male",1356.09,148.49,1,3,55,452.03,3,2,3,8,"Gold"
"3057","C13090",23,"Young Adults","Male",201.51,48.58,0,2,207,100.755,1,1,1,3,"Bronze"
"3058","C13091",35,"Middle-Aged","Male",175.67,38.53,0,3,459,58.5566666666667,1,2,1,4,"Bronze"
"3059","C13092",66,"Seniors","Other",521.02,113.02,0,8,8,65.1275,2,3,3,8,"Gold"
"3060","C13093",19,"Young Adults","Female",820.99,244.44,0,7,91,117.284285714286,3,3,2,8,"Gold"
"3061","C13094",27,"Middle-Aged","Male",279.08,8.89,1,4,109,69.77,1,2,2,5,"Silver"
"3062","C13095",64,"Seniors","Male",145.64,48.45,0,3,81,48.5466666666667,1,2,2,5,"Silver"
"3063","C13096",44,"Older Adults","Female",257.79,19.46,0,3,5,85.93,1,2,3,6,"Silver"
"3064","C13097",55,"Older Adults","Female",2404.11,364.72,0,6,69,400.685,3,3,2,8,"Gold"
"3065","C13098",32,"Middle-Aged","Male",265,66.13,0,2,11,132.5,1,1,3,5,"Silver"
"3066","C13099",63,"Seniors","Male",1352.3,138.63,0,4,133,338.075,3,2,2,7,"Silver"
"3067","C13100",47,"Older Adults","Male",203.5,57.52,0,2,208,101.75,1,1,1,3,"Bronze"
"3068","C13101",21,"Young Adults","Female",28.86,-3.69,0,1,5,28.86,1,1,3,5,"Silver"
"3069","C13102",18,"Young Adults","Other",677.29,108.53,2,4,118,169.3225,2,2,2,6,"Silver"
"3070","C13103",21,"Young Adults","Female",882.12,101.61,0,3,121,294.04,3,2,2,7,"Silver"
"3071","C13104",32,"Middle-Aged","Male",1816.7,328.14,1,6,134,302.783333333333,3,3,2,8,"Gold"
"3072","C13105",22,"Young Adults","Other",648.39,209.48,0,2,93,324.195,2,1,2,5,"Silver"
"3073","C13106",43,"Older Adults","Female",39.14,5.05,1,2,114,19.57,1,1,2,4,"Bronze"
"3074","C13107",36,"Middle-Aged","Female",1659.2,333.55,0,3,283,553.066666666667,3,2,1,6,"Silver"
"3075","C13108",58,"Seniors","Female",408.21,109.03,0,3,72,136.07,2,2,2,6,"Silver"
"3076","C13109",37,"Middle-Aged","Male",1897.48,239.82,0,7,70,271.068571428571,3,3,2,8,"Gold"
"3077","C13110",46,"Older Adults","Male",459.32,69.72,0,5,324,91.864,2,3,1,6,"Silver"
"3078","C13111",61,"Seniors","Female",2115.58,246.2,0,3,161,705.193333333333,3,2,2,7,"Silver"
"3079","C13112",19,"Young Adults","Male",87.07,13.97,0,2,163,43.535,1,1,2,4,"Bronze"
"3080","C13113",32,"Middle-Aged","Female",243.37,70.3,0,3,190,81.1233333333333,1,2,1,4,"Bronze"
"3081","C13114",39,"Middle-Aged","Male",392.91,89.16,0,3,292,130.97,2,2,1,5,"Silver"
"3082","C13115",36,"Middle-Aged","Female",341.67,87.87,1,3,507,113.89,2,2,1,5,"Silver"
"3083","C13116",38,"Middle-Aged","Male",909.59,131.26,0,5,72,181.918,3,3,2,8,"Gold"
"3084","C13117",18,"Young Adults","Female",321.89,72.74,0,5,156,64.378,2,3,2,7,"Silver"
"3085","C13118",39,"Middle-Aged","Male",557.92,163.73,1,6,25,92.9866666666667,2,3,3,8,"Gold"
"3086","C13119",35,"Middle-Aged","Female",91.94,15.1,0,2,701,45.97,1,1,1,3,"Bronze"
"3087","C13120",50,"Older Adults","Female",953.91,118.01,0,6,169,158.985,3,3,2,8,"Gold"
"3088","C13121",58,"Seniors","Female",1240.35,138.19,0,1,398,1240.35,3,1,1,5,"Silver"
"3089","C13122",58,"Seniors","Male",916.24,234.32,1,4,161,229.06,3,2,2,7,"Silver"
"3090","C13123",29,"Middle-Aged","Male",379.21,50.72,0,7,292,54.1728571428571,2,3,1,6,"Silver"
"3091","C13124",47,"Older Adults","Male",1015.42,139.38,0,5,150,203.084,3,3,2,8,"Gold"
"3092","C13125",28,"Middle-Aged","Male",553.5,61.74,1,4,61,138.375,2,2,3,7,"Silver"
"3093","C13126",61,"Seniors","Female",376.82,70.37,0,4,318,94.205,2,2,1,5,"Silver"
"3094","C13127",41,"Older Adults","Female",264.08,54.02,0,4,401,66.02,1,2,1,4,"Bronze"
"3095","C13128",22,"Young Adults","Female",35.29,8.92,0,1,638,35.29,1,1,1,3,"Bronze"
"3096","C13129",45,"Older Adults","Female",185.91,41.62,1,5,281,37.182,1,3,1,5,"Silver"
"3097","C13130",53,"Older Adults","Female",896.01,104.16,0,4,216,224.0025,3,2,1,6,"Silver"
"3098","C13131",53,"Older Adults","Male",574.65,63.69,0,3,186,191.55,2,2,1,5,"Silver"
"3099","C13132",26,"Middle-Aged","Female",135.44,26.29,0,3,172,45.1466666666667,1,2,2,5,"Silver"
"3100","C13133",40,"Middle-Aged","Female",352.95,91.32,0,4,25,88.2375,2,2,3,7,"Silver"
"3101","C13134",68,"Seniors","Male",579.77,148.18,1,5,42,115.954,2,3,3,8,"Gold"
"3102","C13135",29,"Middle-Aged","Female",753.73,80.02,0,1,672,753.73,2,1,1,4,"Bronze"
"3103","C13136",51,"Older Adults","Male",491.05,110.03,0,6,80,81.8416666666667,2,3,2,7,"Silver"
"3104","C13137",61,"Seniors","Male",2260.22,589.64,2,9,9,251.135555555556,3,3,3,9,"Gold"
"3105","C13138",20,"Young Adults","Male",2370.13,279.68,1,7,17,338.59,3,3,3,9,"Gold"
"3106","C13139",30,"Middle-Aged","Male",634.51,67.61,1,6,18,105.751666666667,2,3,3,8,"Gold"
"3107","C13140",42,"Older Adults","Female",1529.14,312.43,2,10,55,152.914,3,3,3,9,"Gold"
"3108","C13141",35,"Middle-Aged","Female",450.51,83.77,0,4,182,112.6275,2,2,1,5,"Silver"
"3109","C13142",50,"Older Adults","Female",429,94.78,0,4,69,107.25,2,2,2,6,"Silver"
"3110","C13143",50,"Older Adults","Female",27.19,5.07,0,1,219,27.19,1,1,1,3,"Bronze"
"3111","C13144",55,"Older Adults","Male",684.95,92.08,0,7,1,97.85,2,3,3,8,"Gold"
"3112","C13145",48,"Older Adults","Male",158.64,12.37,0,4,69,39.66,1,2,2,5,"Silver"
"3113","C13146",22,"Young Adults","Male",770.73,117.61,1,4,76,192.6825,3,2,2,7,"Silver"
"3114","C13147",63,"Seniors","Male",1050.9,100.14,0,5,43,210.18,3,3,3,9,"Gold"
"3115","C13148",58,"Seniors","Male",678.53,123.65,1,7,144,96.9328571428571,2,3,2,7,"Silver"
"3116","C13149",52,"Older Adults","Female",1566.22,191.17,1,4,27,391.555,3,2,3,8,"Gold"
"3117","C13150",56,"Seniors","Male",12.04,0.08,0,1,709,12.04,1,1,1,3,"Bronze"
"3118","C13151",69,"Seniors","Male",287.84,20.56,0,5,33,57.568,1,3,3,7,"Silver"
"3119","C13152",32,"Middle-Aged","Male",899.83,176.3,1,7,78,128.547142857143,3,3,2,8,"Gold"
"3120","C13153",40,"Middle-Aged","Female",452.51,117.14,2,6,143,75.4183333333333,2,3,2,7,"Silver"
"3121","C13154",27,"Middle-Aged","Male",35.27,5.82,0,2,366,17.635,1,1,1,3,"Bronze"
"3122","C13155",56,"Seniors","Female",178.57,27.4,0,6,126,29.7616666666667,1,3,2,6,"Silver"
"3123","C13156",19,"Young Adults","Male",359.35,40.15,0,4,22,89.8375,2,2,3,7,"Silver"
"3124","C13157",48,"Older Adults","Female",1284.54,124.7,0,6,48,214.09,3,3,3,9,"Gold"
"3125","C13158",50,"Older Adults","Female",324.33,71.28,1,5,120,64.866,2,3,2,7,"Silver"
"3126","C13159",68,"Seniors","Female",341.04,33.5,0,5,31,68.208,2,3,3,8,"Gold"
"3127","C13160",68,"Seniors","Female",474.9,56.58,2,3,260,158.3,2,2,1,5,"Silver"
"3128","C13161",63,"Seniors","Other",122.6,32.4,1,5,8,24.52,1,3,3,7,"Silver"
"3129","C13162",42,"Older Adults","Male",1871.46,285.65,0,6,36,311.91,3,3,3,9,"Gold"
"3130","C13163",18,"Young Adults","Male",26.81,2.34,0,2,289,13.405,1,1,1,3,"Bronze"
"3131","C13164",37,"Middle-Aged","Male",621.42,114.92,1,6,19,103.57,2,3,3,8,"Gold"
"3132","C13165",18,"Young Adults","Male",791.32,73.14,0,3,423,263.773333333333,3,2,1,6,"Silver"
"3133","C13166",41,"Older Adults","Male",115.07,27.54,0,3,24,38.3566666666667,1,2,3,6,"Silver"
"3134","C13167",43,"Older Adults","Female",1996.2,239.23,0,3,15,665.4,3,2,3,8,"Gold"
"3135","C13168",41,"Older Adults","Female",168.07,35.17,0,5,87,33.614,1,3,2,6,"Silver"
"3136","C13170",66,"Seniors","Female",451.88,99.32,1,7,40,64.5542857142857,2,3,3,8,"Gold"
"3137","C13171",47,"Older Adults","Male",546.63,107.41,0,5,20,109.326,2,3,3,8,"Gold"
"3138","C13172",51,"Older Adults","Female",300.22,70.89,0,2,588,150.11,2,1,1,4,"Bronze"
"3139","C13173",59,"Seniors","Female",230.19,48.55,0,4,122,57.5475,1,2,2,5,"Silver"
"3140","C13174",46,"Older Adults","Female",1751.48,239.48,0,9,58,194.608888888889,3,3,3,9,"Gold"
"3141","C13175",59,"Seniors","Male",1357.19,132.95,1,8,164,169.64875,3,3,2,8,"Gold"
"3142","C13176",29,"Middle-Aged","Female",588.85,139.95,0,5,53,117.77,2,3,3,8,"Gold"
"3143","C13177",68,"Seniors","Male",854.26,147.56,0,6,18,142.376666666667,3,3,3,9,"Gold"
"3144","C13178",45,"Older Adults","Other",755.99,191.39,0,7,7,107.998571428571,2,3,3,8,"Gold"
"3145","C13179",22,"Young Adults","Female",717.9,137.93,0,8,83,89.7375,2,3,2,7,"Silver"
"3146","C13180",31,"Middle-Aged","Male",458.07,90.3,0,4,272,114.5175,2,2,1,5,"Silver"
"3147","C13181",55,"Older Adults","Male",807.36,187.53,0,4,63,201.84,3,2,3,8,"Gold"
"3148","C13182",36,"Middle-Aged","Female",1475.3,216.41,1,6,102,245.883333333333,3,3,2,8,"Gold"
"3149","C13183",21,"Young Adults","Female",1369.38,165.27,1,9,82,152.153333333333,3,3,2,8,"Gold"
"3150","C13185",57,"Seniors","Male",1103.62,196.62,0,10,13,110.362,3,3,3,9,"Gold"
"3151","C13186",57,"Seniors","Female",373.07,64.49,0,3,2,124.356666666667,2,2,3,7,"Silver"
"3152","C13187",38,"Middle-Aged","Female",124.82,12.71,0,2,238,62.41,1,1,1,3,"Bronze"
"3153","C13188",43,"Older Adults","Male",476.47,60.51,0,4,14,119.1175,2,2,3,7,"Silver"
"3154","C13189",39,"Middle-Aged","Female",499.59,39.13,0,3,431,166.53,2,2,1,5,"Silver"
"3155","C13190",23,"Young Adults","Female",1363.65,327.03,0,9,72,151.516666666667,3,3,2,8,"Gold"
"3156","C13191",42,"Older Adults","Female",374.01,39.69,0,8,83,46.75125,2,3,2,7,"Silver"
"3157","C13192",51,"Older Adults","Male",1828.51,315.62,1,8,30,228.56375,3,3,3,9,"Gold"
"3158","C13193",62,"Seniors","Female",677.79,162.7,1,3,59,225.93,2,2,3,7,"Silver"
"3159","C13194",31,"Middle-Aged","Male",243.59,37.95,0,3,220,81.1966666666667,1,2,1,4,"Bronze"
"3160","C13195",26,"Middle-Aged","Female",330.45,30.34,0,3,196,110.15,2,2,1,5,"Silver"
"3161","C13196",23,"Young Adults","Male",86.98,14.6,0,3,123,28.9933333333333,1,2,2,5,"Silver"
"3162","C13197",69,"Seniors","Male",1161.84,292.86,0,4,136,290.46,3,2,2,7,"Silver"
"3163","C13198",24,"Young Adults","Female",769.39,153.69,0,6,30,128.231666666667,3,3,3,9,"Gold"
"3164","C13199",18,"Young Adults","Female",1038.67,215.17,0,6,202,173.111666666667,3,3,1,7,"Silver"
"3165","C13200",63,"Seniors","Male",74.46,9.98,0,3,59,24.82,1,2,3,6,"Silver"
"3166","C13201",45,"Older Adults","Female",750.73,60.14,0,10,120,75.073,2,3,2,7,"Silver"
"3167","C13202",53,"Older Adults","Male",1713.89,224.66,0,5,175,342.778,3,3,2,8,"Gold"
"3168","C13203",53,"Older Adults","Female",559.89,122.62,0,5,38,111.978,2,3,3,8,"Gold"
"3169","C13204",18,"Young Adults","Male",115.22,-2.56,0,4,171,28.805,1,2,2,5,"Silver"
"3170","C13205",28,"Middle-Aged","Male",706.09,176.45,1,9,6,78.4544444444444,2,3,3,8,"Gold"
"3171","C13206",27,"Middle-Aged","Female",398.72,79.83,0,3,436,132.906666666667,2,2,1,5,"Silver"
"3172","C13207",60,"Seniors","Other",63.67,-6.37,0,3,17,21.2233333333333,1,2,3,6,"Silver"
"3173","C13208",67,"Seniors","Male",81.78,30.31,0,1,407,81.78,1,1,1,3,"Bronze"
"3174","C13209",63,"Seniors","Female",3217.64,841.42,0,6,146,536.273333333333,3,3,2,8,"Gold"
"3175","C13211",66,"Seniors","Female",115.95,38.79,1,2,162,57.975,1,1,2,4,"Bronze"
"3176","C13212",41,"Older Adults","Female",961.52,175.06,1,6,29,160.253333333333,3,3,3,9,"Gold"
"3177","C13213",47,"Older Adults","Male",44.56,5.35,1,2,43,22.28,1,1,3,5,"Silver"
"3178","C13214",49,"Older Adults","Male",268.61,45.7,0,4,179,67.1525,1,2,2,5,"Silver"
"3179","C13215",62,"Seniors","Male",652.86,192.68,1,4,169,163.215,2,2,2,6,"Silver"
"3180","C13216",29,"Middle-Aged","Female",2554.44,295.61,1,6,176,425.74,3,3,2,8,"Gold"
"3181","C13217",64,"Seniors","Male",625.52,87.52,0,6,266,104.253333333333,2,3,1,6,"Silver"
"3182","C13218",52,"Older Adults","Female",1334.6,346.27,0,7,424,190.657142857143,3,3,1,7,"Silver"
"3183","C13219",58,"Seniors","Female",425.77,93.99,0,7,19,60.8242857142857,2,3,3,8,"Gold"
"3184","C13220",21,"Young Adults","Other",629.86,74.69,0,5,1,125.972,2,3,3,8,"Gold"
"3185","C13221",61,"Seniors","Female",226.56,56.15,0,4,365,56.64,1,2,1,4,"Bronze"
"3186","C13222",21,"Young Adults","Female",579.13,56.05,0,2,19,289.565,2,1,3,6,"Silver"
"3187","C13223",18,"Young Adults","Female",463,126.82,0,5,86,92.6,2,3,2,7,"Silver"
"3188","C13224",40,"Middle-Aged","Female",18.69,4.51,0,1,540,18.69,1,1,1,3,"Bronze"
"3189","C13225",54,"Older Adults","Male",662.78,165.75,0,4,86,165.695,2,2,2,6,"Silver"
"3190","C13226",49,"Older Adults","Female",1329.6,147.01,0,2,67,664.8,3,1,2,6,"Silver"
"3191","C13227",69,"Seniors","Male",1426.6,156.95,0,7,11,203.8,3,3,3,9,"Gold"
"3192","C13228",26,"Middle-Aged","Female",475.71,64.74,1,4,191,118.9275,2,2,1,5,"Silver"
"3193","C13229",46,"Older Adults","Male",698.7,69.5,0,3,21,232.9,2,2,3,7,"Silver"
"3194","C13230",55,"Older Adults","Female",704.84,97.24,0,2,418,352.42,2,1,1,4,"Bronze"
"3195","C13231",65,"Seniors","Male",2340.25,330.01,1,6,18,390.041666666667,3,3,3,9,"Gold"
"3196","C13232",69,"Seniors","Male",186.09,46.55,0,6,33,31.015,1,3,3,7,"Silver"
"3197","C13233",26,"Middle-Aged","Male",200.84,58.67,0,3,98,66.9466666666667,1,2,2,5,"Silver"
"3198","C13234",32,"Middle-Aged","Female",227.78,53.03,1,4,245,56.945,1,2,1,4,"Bronze"
"3199","C13235",67,"Seniors","Male",165.54,26.66,0,3,428,55.18,1,2,1,4,"Bronze"
"3200","C13236",59,"Seniors","Male",509.85,53.92,1,6,8,84.975,2,3,3,8,"Gold"
"3201","C13237",45,"Older Adults","Male",456,92.12,0,7,113,65.1428571428571,2,3,2,7,"Silver"
"3202","C13238",24,"Young Adults","Female",860.27,108.19,0,6,60,143.378333333333,3,3,3,9,"Gold"
"3203","C13239",48,"Older Adults","Female",864.08,158.44,0,9,21,96.0088888888889,3,3,3,9,"Gold"
"3204","C13240",38,"Middle-Aged","Male",847.93,156.69,0,8,51,105.99125,3,3,3,9,"Gold"
"3205","C13241",32,"Middle-Aged","Male",913.66,255.93,0,3,35,304.553333333333,3,2,3,8,"Gold"
"3206","C13242",68,"Seniors","Female",993.89,113.32,1,6,161,165.648333333333,3,3,2,8,"Gold"
"3207","C13243",36,"Middle-Aged","Male",693.91,77.31,0,7,128,99.13,2,3,2,7,"Silver"
"3208","C13244",26,"Middle-Aged","Female",410.77,107.88,0,2,157,205.385,2,1,2,5,"Silver"
"3209","C13245",57,"Seniors","Male",276.78,28.81,0,3,50,92.26,1,2,3,6,"Silver"
"3210","C13246",67,"Seniors","Female",5.67,-0.69,0,1,24,5.67,1,1,3,5,"Silver"
"3211","C13247",53,"Older Adults","Male",768.19,121.7,1,8,90,96.02375,3,3,2,8,"Gold"
"3212","C13248",36,"Middle-Aged","Female",284.05,72.8,1,3,150,94.6833333333333,1,2,2,5,"Silver"
"3213","C13249",24,"Young Adults","Male",425.67,90.14,0,5,115,85.134,2,3,2,7,"Silver"
"3214","C13250",61,"Seniors","Male",59.09,13.76,0,2,109,29.545,1,1,2,4,"Bronze"
"3215","C13251",39,"Middle-Aged","Female",399.74,84.77,1,4,306,99.935,2,2,1,5,"Silver"
"3216","C13252",40,"Middle-Aged","Female",51.41,9.26,0,2,126,25.705,1,1,2,4,"Bronze"
"3217","C13253",47,"Older Adults","Male",1567.51,298.61,1,6,41,261.251666666667,3,3,3,9,"Gold"
"3218","C13254",65,"Seniors","Female",655.33,58.69,1,5,182,131.066,2,3,1,6,"Silver"
"3219","C13255",68,"Seniors","Female",1613.27,327.78,0,6,212,268.878333333333,3,3,1,7,"Silver"
"3220","C13256",27,"Middle-Aged","Female",2.15,-1.1,0,1,290,2.15,1,1,1,3,"Bronze"
"3221","C13257",63,"Seniors","Male",1362.3,239.17,1,4,164,340.575,3,2,2,7,"Silver"
"3222","C13258",48,"Older Adults","Male",327.67,96.46,0,5,15,65.534,2,3,3,8,"Gold"
"3223","C13259",30,"Middle-Aged","Male",2528.14,293.41,0,6,11,421.356666666667,3,3,3,9,"Gold"
"3224","C13260",19,"Young Adults","Other",542.43,143.82,0,7,164,77.49,2,3,2,7,"Silver"
"3225","C13261",53,"Older Adults","Male",509.43,133.48,0,4,288,127.3575,2,2,1,5,"Silver"
"3226","C13262",33,"Middle-Aged","Male",1497.61,170.23,0,6,38,249.601666666667,3,3,3,9,"Gold"
"3227","C13263",28,"Middle-Aged","Male",383.99,106.73,0,2,303,191.995,2,1,1,4,"Bronze"
"3228","C13264",35,"Middle-Aged","Male",275.24,71.32,0,4,295,68.81,1,2,1,4,"Bronze"
"3229","C13265",37,"Middle-Aged","Female",112.79,23.51,0,1,236,112.79,1,1,1,3,"Bronze"
"3230","C13266",19,"Young Adults","Female",858.92,180.57,0,7,34,122.702857142857,3,3,3,9,"Gold"
"3231","C13267",21,"Young Adults","Male",668.83,151.08,0,7,111,95.5471428571429,2,3,2,7,"Silver"
"3232","C13268",37,"Middle-Aged","Female",606.95,63.54,0,1,177,606.95,2,1,2,5,"Silver"
"3233","C13269",49,"Older Adults","Male",104.45,17.2,0,3,315,34.8166666666667,1,2,1,4,"Bronze"
"3234","C13270",41,"Older Adults","Male",237.34,28.07,0,5,11,47.468,1,3,3,7,"Silver"
"3235","C13271",66,"Seniors","Female",844.08,226.36,0,5,403,168.816,3,3,1,7,"Silver"
"3236","C13272",34,"Middle-Aged","Female",461.48,106.39,0,5,62,92.296,2,3,3,8,"Gold"
"3237","C13273",47,"Older Adults","Male",1062.6,154.84,0,7,173,151.8,3,3,2,8,"Gold"
"3238","C13274",27,"Middle-Aged","Female",64.21,12.46,0,2,285,32.105,1,1,1,3,"Bronze"
"3239","C13275",19,"Young Adults","Male",704.48,101.22,0,6,20,117.413333333333,2,3,3,8,"Gold"
"3240","C13276",57,"Seniors","Female",861.12,153.45,1,5,269,172.224,3,3,1,7,"Silver"
"3241","C13277",60,"Seniors","Female",595.52,134.32,0,3,214,198.506666666667,2,2,1,5,"Silver"
"3242","C13278",46,"Older Adults","Other",710.63,83.39,0,4,103,177.6575,2,2,2,6,"Silver"
"3243","C13279",47,"Older Adults","Female",328.49,37.58,0,6,14,54.7483333333333,2,3,3,8,"Gold"
"3244","C13280",27,"Middle-Aged","Female",642.31,98.55,1,6,102,107.051666666667,2,3,2,7,"Silver"
"3245","C13281",33,"Middle-Aged","Male",968.65,258.52,0,6,29,161.441666666667,3,3,3,9,"Gold"
"3246","C13283",25,"Young Adults","Male",556.91,132.99,0,6,14,92.8183333333333,2,3,3,8,"Gold"
"3247","C13284",41,"Older Adults","Male",829.09,122.08,0,3,131,276.363333333333,3,2,2,7,"Silver"
"3248","C13285",33,"Middle-Aged","Male",684.57,110.13,1,6,142,114.095,2,3,2,7,"Silver"
"3249","C13286",43,"Older Adults","Female",59.59,6.48,0,2,254,29.795,1,1,1,3,"Bronze"
"3250","C13287",48,"Older Adults","Male",557.22,138.63,0,6,31,92.87,2,3,3,8,"Gold"
"3251","C13288",31,"Middle-Aged","Male",1751.88,191.09,0,2,258,875.94,3,1,1,5,"Silver"
"3252","C13289",65,"Seniors","Female",206.2,24.12,0,3,147,68.7333333333333,1,2,2,5,"Silver"
"3253","C13290",47,"Older Adults","Female",699.5,96.45,0,6,91,116.583333333333,2,3,2,7,"Silver"
"3254","C13291",52,"Older Adults","Male",2598.75,439.35,1,10,141,259.875,3,3,2,8,"Gold"
"3255","C13292",65,"Seniors","Female",361.94,54.33,0,4,143,90.485,2,2,2,6,"Silver"
"3256","C13293",34,"Middle-Aged","Female",329.78,17.88,0,4,67,82.445,2,2,2,6,"Silver"
"3257","C13294",19,"Young Adults","Female",545.19,97.06,0,6,51,90.865,2,3,3,8,"Gold"
"3258","C13295",34,"Middle-Aged","Female",307.92,30.1,1,2,98,153.96,2,1,2,5,"Silver"
"3259","C13296",69,"Seniors","Female",82.33,15.25,0,2,129,41.165,1,1,2,4,"Bronze"
"3260","C13297",32,"Middle-Aged","Male",412.33,129.1,0,4,97,103.0825,2,2,2,6,"Silver"
"3261","C13298",33,"Middle-Aged","Female",182.57,42.37,0,2,131,91.285,1,1,2,4,"Bronze"
"3262","C13299",24,"Young Adults","Male",901.91,120.18,0,4,33,225.4775,3,2,3,8,"Gold"
"3263","C13300",40,"Middle-Aged","Male",751.27,117,1,5,103,150.254,2,3,2,7,"Silver"
"3264","C13301",67,"Seniors","Female",644.51,132.88,0,6,178,107.418333333333,2,3,2,7,"Silver"
"3265","C13302",58,"Seniors","Male",290.52,74.55,0,4,120,72.63,1,2,2,5,"Silver"
"3266","C13303",39,"Middle-Aged","Male",11.98,-0.11,1,1,178,11.98,1,1,2,4,"Bronze"
"3267","C13304",50,"Older Adults","Female",296.53,83.57,0,3,115,98.8433333333333,2,2,2,6,"Silver"
