"total_amount","price","quantity","discount","categoryElectronics","categoryFashion","categoryGrocery","categoryHome","categorySports","categoryToys",".fitted",".resid"
1166.06,685.92,2,0.15,1,0,0,0,0,0,1038.07069395465,127.989306045345
35.78,42.09,1,0.15,0,0,0,1,0,0,-21.2770038026294,57.0570038026294
197.37,73.1,3,0.1,0,0,0,0,1,0,263.450341748579,-66.0803417485795
37.92,37.92,1,0,0,1,0,0,0,0,7.08479290831477,30.8352070916852
344.61,344.61,1,0,0,0,0,1,0,0,455.505802419751,-110.895802419751
60.83,60.83,1,0,0,0,0,0,0,0,41.1261713276479,19.7038286723521
1.92,1.92,1,0,0,0,1,0,0,0,-46.4066790731777,48.3266790731777
965.4,321.8,3,0,0,0,0,0,1,0,651.171351801549,314.228648198451
1.94,1.94,1,0,0,0,1,0,0,0,-46.3769615887436,48.3169615887436
79.59,88.43,1,0.1,0,0,0,0,1,0,56.3152420284142,23.2747579715858
23.36,23.36,1,0,0,1,0,0,0,0,-14.5495357597555,37.9095357597555
29.34,29.34,1,0,0,1,0,0,0,0,-5.66400791394095,35.004007913941
17.1,21.38,1,0.2,0,0,0,0,0,1,-53.8597489470561,70.9597489470561
125.42,125.42,1,0,0,0,0,1,0,0,129.817031763548,-4.39703176354753
34.14,34.14,1,0,0,0,0,1,0,0,-5.81356719397012,39.9535671939701
47.07,47.07,1,0,0,0,1,0,0,0,20.6805420369441,26.3894579630559
59.46,59.46,1,0,1,0,0,0,0,0,19.5492899251466,39.9107100748534
12.64,13.31,1,0.05,0,0,0,0,0,0,-38.5746172450018,51.2146172450018
33.79,33.79,1,0,0,0,0,0,0,1,0.948132372660211,32.8418676273398
335.19,197.17,2,0.15,0,0,0,0,1,0,323.753935109351,11.4360648906485
418.27,220.14,2,0.05,0,0,0,1,0,0,376.423768256137,41.8462317438631
12.26,14.42,1,0.15,0,0,0,0,0,0,-55.109387973065,67.369387973065
351.63,413.68,1,0.15,1,0,0,0,0,0,518.59952006736,-166.96952006736
103.71,38.41,3,0.1,0,0,0,0,0,0,219.542331701743,-115.832331701743
24.13,24.13,1,0,0,0,0,0,0,0,-13.4054126090403,37.5354126090403
48.7,24.35,2,0,0,0,0,0,0,1,101.878255489211,-53.1782554892109
89.32,44.66,2,0,0,1,0,0,0,0,132.056360932103,-42.7363609321029
3.11,3.11,1,0,0,0,0,0,0,1,-44.6384887493451,47.7484887493451
41.39,41.39,1,0,0,0,0,0,1,0,4.60380975342322,36.7861902465768
387.78,129.26,3,0,0,0,0,0,1,0,365.081129153867,22.698870846133
39.44,46.4,1,0.15,0,0,0,1,0,0,-14.8728859070674,54.3128859070674
90.03,90.03,1,0,0,0,0,1,0,0,77.231943057297,12.798056942703
80.95,85.21,1,0.05,0,0,0,0,1,0,60.6227725915936,20.3272274084064
14.08,15.64,1,0.1,0,0,1,0,0,0,-44.2045758655015,58.2845758655015
49.49,49.49,1,0,0,0,0,1,0,0,16.9946021092496,32.4953978907504
12.26,12.91,1,0.05,0,0,1,0,0,0,-39.1689669336851,51.4289669336851
100.96,25.24,4,0,0,0,0,0,0,0,333.114235085482,-232.154235085482
34.8,38.67,1,0.1,0,0,0,0,0,1,-9.98489253956336,44.7848925395634
42.26,44.48,1,0.05,0,1,0,0,0,0,7.74008224564045,34.5199177543595
26.64,8.88,3,0,0,0,0,0,0,1,193.848557048862,-167.208557048862
16.55,16.55,1,0,0,0,0,0,0,1,-24.6683392095879,41.2183392095879
4.23,4.23,1,0,0,0,0,0,0,1,-42.974309621032,47.204309621032
61.23,20.41,3,0,0,0,0,0,0,1,210.980686825156,-149.750686825156
120.52,126.86,1,0.05,0,1,0,0,0,0,130.146400629956,-9.6264006299558
64.47,21.49,3,0,0,0,0,0,0,0,212.585430984601,-148.115430984601
18.69,21.99,1,0.15,0,1,0,0,0,0,-43.8613201147345,62.5513201147345
30.57,30.57,1,0,0,1,0,0,0,0,-3.83638262123995,34.4063826212399
113.17,119.13,1,0.05,0,1,0,0,0,0,118.660592896152,-5.49059289615199
83.08,87.45,1,0.05,0,1,0,0,0,0,71.5880975524386,11.4919024475614
161.35,169.84,1,0.05,0,0,0,0,1,0,186.372307974752,-25.0223079747523
91.65,91.65,1,0,0,0,0,0,1,0,79.2838481364736,12.3661518635264
59.64,29.82,2,0,0,1,0,0,0,0,110.005987481954,-50.3659874819543
21.57,23.97,1,0.1,0,0,0,0,1,0,-39.4642103028916,61.0342103028916
187.59,187.59,1,0,0,1,0,0,0,0,229.47558767137,-41.8855876713699
14.7,14.7,1,0,0,1,0,0,0,0,-27.4172065197479,42.1172065197479
38.57,38.57,1,0,0,0,0,0,1,0,0.413644448206315,38.1563555517937
200.26,200.26,1,0,0,0,0,1,0,0,241.019858516184,-40.7598585161836
12.9,13.58,1,0.05,0,0,0,0,0,0,-38.1734312051406,51.0734312051406
48.11,48.11,1,0,0,1,0,0,0,0,22.2258512275206,25.8841487724794
32.41,38.13,1,0.15,0,0,0,0,0,0,-19.8793101763654,52.2893101763654
44.93,44.93,1,0,0,1,0,0,0,0,17.5007712024887,27.4292287975113
269.3,269.3,1,0,1,0,0,0,0,0,331.34513660838,-62.0451366083796
15.16,16.85,1,0.1,0,0,0,1,0,0,-49.6884236014629,64.8484236014629
24.24,15.15,2,0.2,0,0,0,0,0,1,51.8400304211777,-27.6000304211777
247.28,247.28,1,0,1,0,0,0,0,0,298.626186246367,-51.3461862463666
666.43,740.48,1,0.1,1,0,0,0,0,0,1013.27526127865,-346.845261278655
230.62,242.76,1,0.05,1,0,0,0,0,0,282.817989207166,-52.1979892071662
112.71,140.89,1,0.2,0,0,0,1,0,0,116.435323745054,-3.72532374505374
78.06,78.06,1,0,0,1,0,0,0,0,66.7277841676789,11.3322158323211
34.2,36,1,0.05,0,1,0,0,0,0,-4.86013115444445,39.0601311544444
4.98,4.98,1,0,0,0,1,0,0,0,-41.8599039547509,46.8399039547509
115.32,115.32,1,0,0,1,0,0,0,0,122.091457668524,-6.77145766852365
292.03,307.4,1,0.05,0,0,0,1,0,0,391.124377072912,-99.0943770729124
29.74,31.3,1,0.05,0,0,1,0,0,0,-11.8437399964726,41.5837399964726
153.52,153.52,1,0,1,0,0,0,0,0,159.310619219013,-5.79061921901285
224.53,47.27,5,0.05,0,0,0,0,1,0,464.075807697889,-239.545807697889
340.59,340.59,1,0,0,0,0,1,0,0,449.532588048485,-108.942588048485
2.63,2.77,1,0.05,0,0,1,0,0,0,-54.2357315418054,56.8657315418055
15.05,15.05,1,0,0,0,1,0,0,0,-26.8971505421501,41.9471505421501
55.53,55.53,1,0,0,0,0,1,0,0,25.9692824083667,29.5607175916333
67.82,67.82,1,0,0,1,0,0,0,0,51.5124321373877,16.3075678626123
246.18,246.18,1,0,0,0,0,1,0,0,309.251202777021,-63.0712027770207
7.12,7.91,1,0.1,0,0,1,0,0,0,-55.6903835993053,62.8103835993053
13.06,13.06,1,0,0,1,0,0,0,0,-29.8540402433492,42.9140402433492
18.35,18.35,1,0,0,0,1,0,0,0,-21.9937656105132,40.3437656105132
3.13,3.13,1,0,0,0,0,0,0,1,-44.6087712649109,47.7387712649109
17.22,5.74,3,0,0,1,0,0,0,0,189.182911992698,-171.962911992698
36.75,43.24,1,0.15,0,0,0,0,0,1,-12.2864929034369,49.0364929034369
601.6,601.6,1,0,1,0,0,0,0,0,825.10114048199,-223.50114048199
121.85,24.37,5,0,0,0,0,0,0,0,446.778300282071,-324.928300282071
249.98,58.82,5,0.15,0,1,0,0,0,0,470.690530548677,-220.710530548677
349.76,411.48,1,0.15,0,0,0,1,0,0,527.590074954135,-177.830074954135
14.82,18.53,1,0.2,0,0,0,1,0,0,-65.3762460231524,80.1962460231524
42.14,42.14,1,0,0,0,0,1,0,0,6.07342657969486,36.0665734203051
131.54,138.46,1,0.05,0,0,0,0,1,0,139.745574897551,-8.20557489755134
40.15,40.15,1,0,0,0,0,0,1,0,2.76132571850515,37.3886742814949
4.06,4.06,1,0,0,0,1,0,0,0,-43.2269082387224,47.2869082387224
13.48,13.48,1,0,0,0,0,0,0,1,-29.2299730702318,42.7099730702318
136.48,136.48,1,0,0,0,0,0,1,0,145.895589495649,-9.41558949564885
32.9,41.12,1,0.2,0,0,0,1,0,0,-31.8103473547659,64.7103473547659
220.81,232.43,1,0.05,1,0,0,0,0,0,267.468908496921,-46.6589084969213
575.48,287.74,2,0,1,0,0,0,0,0,473.701433026153,101.778566973847
34.89,34.89,1,0,0,0,0,1,0,0,-4.69916152768903,39.589161527689
73.7,73.7,1,0,0,0,0,0,1,0,52.6124058568127,21.0875941431873
207.55,207.55,1,0,0,0,0,0,1,0,251.496670432445,-43.9466704324452
13.34,19.05,1,0.3,0,0,1,0,0,0,-75.5059269977953,88.8459269977953
408.72,102.18,4,0,0,0,0,1,0,0,440.155642159477,-31.4356421594769
6.28,6.28,1,0,0,0,0,0,0,0,-39.9282674665303,46.2082674665303
1.11,1.31,1,0.15,0,0,1,0,0,0,-74.5891990196585,75.6991990196585
38.34,19.17,2,0,0,0,0,1,0,0,86.8996714765346,-48.5596714765346
192.64,192.64,1,0,0,0,0,1,0,0,229.697496946768,-37.0574969467677
34.1,17.05,2,0,0,0,1,0,0,0,91.0313736707416,-56.9313736707416
36.58,36.58,1,0,0,0,0,0,0,0,5.09372145122587,31.4862785487741
9.22,9.22,1,0,0,0,0,0,0,1,-35.5597972547084,44.7797972547084
6.72,2.24,3,0,0,0,1,0,0,0,183.98235221672,-177.26235221672
67.4,33.7,2,0,0,0,0,0,0,0,115.771179462182,-48.3711794621819
792.94,881.04,1,0.1,1,0,0,0,0,0,1222.12974188195,-429.189741881949
26.3,13.84,2,0.05,0,0,0,0,0,1,77.1696718619789,-50.8696718619789
60.84,30.42,2,0,0,0,0,0,0,1,110.897512014979,-50.0575120149792
946.44,473.22,2,0,1,0,0,0,0,0,749.301383668576,197.138616331424
45.08,50.09,1,0.1,0,0,0,0,0,0,6.98379107234342,38.0962089276566
13.1,13.79,1,0.05,0,0,0,1,0,0,-45.1431531628101,58.2431531628101
126.24,63.12,2,0,0,0,0,0,0,1,159.485599064835,-33.2455990648349
176.1,103.59,2,0.15,0,1,0,0,0,0,192.342792146124,-16.2427921461239
513.65,285.36,2,0.1,0,0,0,1,0,0,464.240439438861,49.4095605611387
140.54,140.54,1,0,0,0,0,0,0,0,159.565205540003,-19.0252055400026
368.04,144.33,3,0.15,0,0,0,1,0,0,360.55232816376,7.48767183623988
8.48,2.12,4,0,0,0,1,0,0,0,298.76082307959,-290.28082307959
20.21,23.78,1,0.15,0,0,1,0,0,0,-41.201605257877,61.411605257877
262.14,97.09,3,0.1,1,0,0,0,0,0,287.192197312815,-25.0521973128149
141.66,70.83,2,0,0,1,0,0,0,0,170.941689314205,-29.2816893142046
229.3,229.3,1,0,1,0,0,0,0,0,271.910167740055,-42.6101677400546
10.87,10.87,1,0,0,0,0,1,0,0,-40.3898603331182,51.2598603331182
62.97,66.28,1,0.05,0,0,0,0,1,0,32.4951735746588,30.4748264253411
219.73,219.73,1,0,0,0,0,1,0,0,269.949829612841,-50.2198296128408
79.72,79.72,1,0,1,0,0,0,0,0,49.6531016569532,30.0668983430468
9.2,5.11,2,0.1,0,1,0,0,0,0,55.1059443493874,-45.9059443493874
233.63,245.93,1,0.05,1,0,0,0,0,0,287.528210489981,-53.8982104899811
9.18,10.2,1,0.1,0,0,0,1,0,0,-59.5694871758219,68.7494871758219
501.1,278.39,2,0.1,0,0,0,0,1,0,453.528684953565,47.571315046435
172.25,90.66,2,0.05,0,1,0,0,0,0,191.314529573597,-19.0645295735971
373.24,373.24,1,0,1,0,0,0,0,0,485.786903212722,-112.546903212722
4.68,2.34,2,0,0,0,0,0,0,1,69.1741638694151,-64.4941638694151
16.73,18.59,1,0.1,0,0,0,0,0,1,-39.8212469114625,56.5512469114625
50.72,59.67,1,0.15,0,1,0,0,0,0,12.1264205592276,38.5935794407724
126.58,126.58,1,0,0,0,0,1,0,0,131.540645860729,-4.96064586072895
702.81,1004.01,1,0.3,1,0,0,0,0,0,1368.47951269708,-665.669512697078
92.51,92.51,1,0,0,1,0,0,0,0,88.1986666713613,4.3113333286387
9.84,10.93,1,0.1,0,0,0,0,0,1,-51.2030434497468,61.0430434497468
157.95,166.26,1,0.05,0,0,0,1,0,0,181.408089421028,-23.4580894210277
16.34,18.15,1,0.1,0,0,0,0,0,0,-40.4750315690141,56.8150315690141
71.42,35.71,2,0,0,0,1,0,0,0,118.757786647815,-47.3377866478152
104.66,104.66,1,0,0,0,0,0,1,0,98.6150717608963,6.04492823910371
124.87,124.87,1,0,0,0,0,1,0,0,128.999800941608,-4.12980094160807
101.45,101.45,1,0,0,0,0,1,0,0,94.2006266692038,7.24937333079623
28.32,28.32,1,0,0,1,0,0,0,0,-7.17959962008324,35.4995996200832
24.47,25.76,1,0.05,0,0,0,0,1,0,-27.7124498889544,52.1824498889544
107.83,154.04,1,0.3,1,0,0,0,0,0,105.531000471823,2.29899952817665
172.3,181.37,1,0.05,1,0,0,0,0,0,191.600170736505,-19.3001707365045
208.72,104.36,2,0,1,0,0,0,0,0,201.221818249317,7.49818175068319
87.36,87.36,1,0,0,1,0,0,0,0,80.5464144295645,6.81358557043554
8.69,3.05,3,0.05,0,0,0,0,0,0,176.093864779224,-167.403864779224
91.19,50.66,2,0.1,0,0,0,0,0,1,122.787515148192,-31.5975151481924
2.53,2.81,1,0.1,0,0,1,0,0,0,-63.2683421300167,65.7983421300167
15.14,15.14,1,0,0,0,0,0,1,0,-34.4003885664151,49.5403885664151
1784.35,1784.35,1,0,1,0,0,0,0,0,2582.51887620727,-798.168876207274
845.6,422.8,2,0,0,1,0,0,0,0,693.924839128813,151.675160871187
119.19,119.19,1,0,1,0,0,0,0,0,108.300557187773,10.8894428122271
96.68,96.68,1,0,1,0,0,0,0,0,74.853528457123,21.826471542877
6.72,8.4,1,0.2,0,0,0,0,0,0,-73.1463963448275,79.8663963448275
10.43,10.43,1,0,0,0,1,0,0,0,-33.7618894464416,44.1918894464416
43.28,48.09,1,0.1,0,0,0,0,1,0,-3.62492407529156,46.9049240752916
10.06,10.06,1,0,0,0,0,0,0,1,-34.3116629084736,44.3716629084736
159.86,228.37,1,0.3,0,0,0,1,0,0,228.235509545921,-68.3755095459213
255.73,300.86,1,0.15,0,0,0,1,0,0,363.222668548782,-107.492668548782
47.1,47.1,1,0,0,0,1,0,0,0,20.7251182635953,26.3748817364047
72.99,81.1,1,0.1,0,0,0,0,1,0,45.4237839832936,27.5662160167064
224.2,47.2,5,0.05,0,0,0,1,0,0,464.32700766236,-240.12700766236
44.8,44.8,1,0,0,1,0,0,0,0,17.3076075536667,27.4923924463333
715.71,715.71,1,0,1,0,0,0,0,0,994.654247921104,-278.944247921104
2.62,2.62,1,0,0,0,0,0,0,1,-45.366567117982,47.986567117982
837.1,837.1,1,0,1,0,0,0,0,0,1175.02451969425,-337.924519694253
131.46,43.82,3,0,0,0,0,1,0,0,238.483246811115,-107.023246811115
24.22,12.11,2,0,0,0,0,0,0,0,83.6911550155035,-59.4711550155035
54.51,54.51,1,0,0,0,0,0,1,0,24.0984795422338,30.4115204577662
804.14,846.46,1,0.05,1,0,0,0,0,0,1179.84025685236,-375.700256852361
112.91,112.91,1,0,1,0,0,0,0,0,98.9692670754459,13.9407329245541
55.7,34.81,2,0.2,0,0,0,0,1,0,73.4153509157407,-17.7153509157407
365.86,182.93,2,0,0,0,0,1,0,0,330.226434023457,35.6335659765428
264.4,139.16,2,0.05,0,1,0,0,0,0,263.379429326441,1.02057067355889
12.3,2.46,5,0,0,0,1,0,0,0,414.222796084446,-401.922796084446
16.53,16.53,1,0,0,0,0,0,0,1,-24.698056694022,41.228056694022
63.24,63.24,1,0,0,0,0,0,0,0,44.7071282019645,18.5328717980355
212.43,223.61,1,0.05,0,0,0,0,1,0,266.267764875998,-53.8377648759982
1013.74,1013.74,1,0,1,0,0,0,0,0,1437.48934221678,-423.749342216776
28.44,31.6,1,0.1,0,0,1,0,0,0,-20.4900232870398,48.9300232870398
5.68,5.98,1,0.05,0,0,1,0,0,0,-49.4660752901224,55.1460752901224
32.93,32.93,1,0,0,0,0,0,1,0,-7.96668616222752,40.8966861622275
190.3,237.88,1,0.2,0,0,0,0,1,0,260.195053348534,-69.8950533485343
397.17,132.39,3,0,0,0,0,0,1,0,369.731915467813,27.4380845321866
56.77,56.77,1,0,0,0,0,0,1,0,27.4565552832942,29.3134447167058
174.33,174.33,1,0,0,0,0,1,0,0,202.491139947292,-28.1611399472919
11.99,11.99,1,0,0,0,0,0,0,0,-31.4439256605769,43.4339256605769
47.81,47.81,1,0,0,1,0,0,0,0,21.7800889610081,26.0299110389919
44.98,44.98,1,0,0,0,0,1,0,0,10.2933093693459,34.6866906306541
237.24,118.62,2,0,0,0,0,1,0,0,234.669862825408,2.57013717459233
222.97,131.16,2,0.15,0,1,0,0,0,0,233.308344438617,-10.3383444386169
27.93,31.03,1,0.1,0,0,0,0,0,1,-21.3369715934134,49.2669715934134
602.12,150.53,4,0,0,0,0,1,0,0,511.997660779065,90.1223392209353
9.92,9.92,1,0,0,0,0,0,0,0,-34.5196852995127,44.4396852995127
320.76,71.28,5,0.1,1,0,0,0,0,0,478.755335189479,-157.995335189479
147.26,173.25,1,0.15,0,0,0,1,0,0,173.610259116608,-26.3502591166083
18.88,18.88,1,0,0,0,0,0,0,1,-21.2062522730079,40.0862522730079
39.4,41.47,1,0.05,0,0,0,1,0,0,-4.01415470592919,43.4141547059292
69.88,69.88,1,0,0,0,0,0,0,0,54.5733330341064,15.3066669658936
88.96,88.96,1,0,0,0,0,0,1,0,75.2868464800787,13.6731535199213
219.04,121.69,2,0.1,0,0,0,1,0,0,221.047405571892,-2.00740557189238
21.33,22.45,1,0.05,0,1,0,0,0,0,-24.9937268585896,46.3237268585896
700.55,737.42,1,0.05,1,0,0,0,0,0,1017.82053171731,-317.270531717307
57.39,57.39,1,0,0,0,0,0,0,0,36.014764004972,21.375235995028
133.49,133.49,1,0,0,0,0,0,1,0,141.452825572742,-7.96282557274154
5.28,5.56,1,0.05,0,0,0,0,0,0,-50.0901424632398,55.3701424632398
31.72,9.33,4,0.15,0,1,0,0,0,0,282.197839546867,-250.477839546867
72.32,36.16,2,0,0,1,0,0,0,0,119.426430047584,-47.1064300475839
99.82,99.82,1,0,1,0,0,0,0,0,79.5191735132865,20.3008264867135
344.07,181.09,2,0.05,1,0,0,0,0,0,306.140901723902,37.9290982760984
69.5,34.75,2,0,0,0,0,1,0,0,110.049591850747,-40.5495918507472
341.3,170.65,2,0,1,0,0,0,0,0,299.720420406348,41.5795795936515
583.1,291.55,2,0,0,0,0,0,1,0,491.266880825403,91.8331191745968
18.46,19.43,1,0.05,0,0,1,0,0,0,-29.4810670081481,47.9410670081481
98.38,98.38,1,0,1,0,0,0,0,0,77.3795146340268,21.0004853659732
15.55,15.55,1,0,0,0,1,0,0,0,-26.154213431296,41.704213431296
13.05,13.05,1,0,0,0,0,0,1,0,-37.5058656897851,50.5558656897851
82.87,82.87,1,0,0,0,0,0,0,1,73.874839174095,8.995160825905
266.9,296.56,1,0.1,1,0,0,0,0,0,353.665976777984,-86.7659767779839
20.54,10.27,2,0,0,0,1,0,0,0,80.9571464475605,-60.4171464475605
13.86,4.62,3,0,0,0,1,0,0,0,187.518732864385,-173.658732864385
27.18,9.06,3,0,0,0,1,0,0,0,194.116014408769,-166.936014408769
14.19,16.69,1,0.15,0,0,0,0,0,1,-51.7364534897876,65.9264534897876
398.9,398.9,1,0,1,0,0,0,0,0,523.914435741753,-125.014435741753
6.58,7.31,1,0.1,0,1,0,0,0,0,-56.5819081323302,63.1619081323302
6.51,6.51,1,0,0,0,1,0,0,0,-39.5865163955374,46.0965163955374
29.06,29.06,1,0,0,1,0,0,0,0,-6.08005269601922,35.1400526960192
12.94,12.94,1,0,0,1,0,0,0,0,-30.0323451499542,42.9723451499542
278.2,139.1,2,0,1,0,0,0,0,0,252.841088711457,25.3589112885429
16.35,9.62,2,0.15,0,0,0,0,0,0,52.7151915322114,-36.3651915322114
43.74,43.74,1,0,0,0,0,0,0,0,15.7325808786561,28.007419121344
15.48,16.3,1,0.05,0,0,1,0,0,0,-34.1318533220945,49.6118533220945
111.1,34.72,4,0.2,0,0,1,0,0,0,310.832140478956,-199.732140478956
50.01,58.84,1,0.15,0,0,0,1,0,0,3.61138941098172,46.3986105890183
140.99,55.29,3,0.15,0,0,0,0,0,0,235.531843007097,-94.5418430070969
272.5,272.5,1,0,0,0,0,1,0,0,348.359412292379,-75.8594122923786
486.18,243.09,2,0,1,0,0,0,0,0,407.357149026885,78.822850973115
21.54,21.54,1,0,0,0,0,0,0,1,-17.2538268432643,38.7938268432643
24.05,25.32,1,0.05,0,0,0,0,0,0,-20.7292678422872,44.7792678422872
111.04,58.44,2,0.05,0,0,0,1,0,0,136.157906605933,-25.1179066059331
446.31,148.77,3,0,1,0,0,0,0,0,382.16626820485,64.1437317951499
28.2,28.2,1,0,0,0,0,0,1,0,-14.9948712309069,43.1948712309069
249.38,249.38,1,0,0,0,0,1,0,0,314.006000286487,-64.6260002864867
40.37,42.49,1,0.05,0,1,0,0,0,0,4.78319254444128,35.5868074555587
10.12,10.12,1,0,0,0,0,0,0,1,-34.2225104551711,44.3425104551711
34.06,40.07,1,0.15,0,1,0,0,0,0,-16.9967141862516,51.0567141862516
21.06,21.06,1,0,0,0,0,1,0,0,-25.2488020139124,46.3088020139124
4.2,4.2,1,0,0,0,0,0,0,1,-43.0188858476832,47.2188858476832
30.01,30.01,1,0,0,0,0,0,0,1,-4.6684721853965,34.6784721853965
47.53,47.53,1,0,0,0,0,0,0,1,21.3640441789298,26.1659558210702
5.47,6.08,1,0.1,0,0,1,0,0,0,-58.4095334250312,63.8795334250312
198.93,221.03,1,0.1,1,0,0,0,0,0,241.437896812369,-42.5078968123692
7.16,7.16,1,0,0,0,1,0,0,0,-38.6206981514271,45.7806981514271
1309.65,261.93,5,0,1,0,0,0,0,0,780.221346672292,529.428653327708
62.54,31.27,2,0,0,1,0,0,0,0,112.160505103431,-49.6205051034311
208.65,208.65,1,0,1,0,0,0,0,0,241.226865061782,-32.5768650617818
28.88,15.2,2,0.05,0,0,1,0,0,0,79.1904608035019,-50.3104608035019
44.05,51.82,1,0.15,0,0,0,1,0,0,-6.81944762540932,50.8694476254093
145.53,145.53,1,0,0,1,0,0,0,0,166.979717906326,-21.4497179063261
161.39,169.88,1,0.05,1,0,0,0,0,0,174.527475929078,-13.1374759290782
128.5,128.5,1,0,1,0,0,0,0,0,122.134046191876,6.36595380812446
181.04,90.52,2,0,0,0,0,0,0,0,200.198552739638,-19.1585527396375
134.44,134.44,1,0,1,0,0,0,0,0,130.960139068822,3.47986093117819
21.85,21.85,1,0,0,0,0,0,0,0,-16.7932058345348,38.6432058345348
18.7,9.84,2,0.05,0,0,0,0,0,1,71.2261749751464,-52.5261749751464
9.96,4.98,2,0,0,0,0,0,0,0,73.0968718147245,-63.1368718147245
117.99,62.1,2,0.05,0,0,0,0,0,1,148.877961801613,-30.887961801613
28.05,28.05,1,0,0,1,0,0,0,0,-7.58078565994444,35.6307856599444
695.56,386.42,2,0.1,1,0,0,0,0,0,602.143410110151,93.4165898898486
286.9,204.93,2,0.3,0,0,0,0,1,0,308.008182398568,-21.1081823985677
15.16,17.83,1,0.15,0,0,0,0,0,1,-50.0425568770403,65.2025568770403
165.58,174.29,1,0.05,0,0,0,1,0,0,193.339659421344,-27.759659421344
32.19,32.19,1,0,0,0,0,0,0,1,-1.4292663820728,33.6192663820728
69.61,73.27,1,0.05,0,0,0,1,0,0,43.2366455443892,26.3733544556108
51.03,53.72,1,0.05,0,1,0,0,0,0,21.4695600542235,29.5604399457765
181.62,40.36,5,0.1,0,0,0,1,0,0,445.071582428797,-263.451582428797
23.4,7.8,3,0,0,1,0,0,0,0,192.243812889417,-168.843812889417
1158.1,579.05,2,0,0,0,0,1,0,0,918.81093072648,239.28906927352
244.74,81.58,3,0,1,0,0,0,0,0,282.330379248281,-37.5903792482811
32.53,32.53,1,0,0,1,0,0,0,0,-0.924069146692034,33.454069146692
3.84,1.92,2,0,0,0,1,0,0,0,68.5500966962977,-64.7100966962977
749.72,882.02,1,0.15,1,0,0,0,0,0,1214.49385306214,-464.773853062143
28.84,10.68,3,0.1,0,1,0,0,0,0,178.339039533777,-149.499039533777
20.26,21.33,1,0.05,0,0,1,0,0,0,-26.6579059869026,46.9179059869027
96.39,33.82,3,0.05,0,0,0,0,0,0,221.814214581183,-125.424214581183
3.72,4.13,1,0.1,0,0,0,0,0,0,-61.306988157362,65.026988157362
25.76,27.12,1,0.05,0,0,0,0,0,1,-18.0546942432126,43.8146942432126
225.29,88.35,3,0.15,0,0,0,0,0,0,284.654844776767,-59.3648447767675
74.14,41.19,2,0.1,0,1,0,0,0,0,108.716286268616,-34.5762862686165
49.5,55,1,0.1,0,0,0,1,0,0,6.99767795670213,42.5023220432979
87.43,87.43,1,0,0,0,0,0,1,0,73.0134589208653,14.4165410791347
4.54,4.54,1,0,0,0,0,0,0,1,-42.5136886123024,47.0536886123024
158.53,158.53,1,0,0,1,0,0,0,0,186.296082788532,-27.7660827885317
109.4,27.35,4,0,0,1,0,0,0,0,336.249429693286,-226.849429693286
33.27,35.02,1,0.05,0,1,0,0,0,0,-6.31628789171842,39.5862878917184
31.14,15.57,2,0,0,0,0,0,0,0,88.8322798226136,-57.6922798226136
6.39,6.39,1,0,0,1,0,0,0,0,-39.7648213021424,46.1548213021424
1.24,1.46,1,0.15,0,0,1,0,0,0,-74.3663178864023,75.6063178864023
11.88,11.88,1,0,0,0,1,0,0,0,-31.6073718249648,43.4873718249648
251.58,78.62,4,0.2,0,0,0,0,1,0,368.425052107724,-116.845052107724
49.03,57.68,1,0.15,0,0,1,0,0,0,9.16953085802846,39.8604691419715
19.02,20.02,1,0.05,0,1,0,0,0,0,-28.6044012173403,47.6244012173403
9.94,11.04,1,0.1,0,0,0,0,0,1,-51.0395972853589,60.9795972853589
421.6,443.79,1,0.05,0,0,0,0,1,0,593.427551011693,-171.827551011693
7.04,7.41,1,0.05,0,1,0,0,0,0,-47.3412751530797,54.3812751530797
211.24,55.59,4,0.05,0,1,0,0,0,0,369.118472157244,-157.878472157244
72.33,24.11,3,0,0,0,0,1,0,0,209.196665901248,-136.866665901248
53.6,59.55,1,0.1,0,0,0,0,0,1,21.0401612097023,32.5598387902977
39.06,8.68,5,0.1,0,0,0,0,0,1,405.280842629312,-366.220842629312
44.22,44.22,1,0,0,0,0,0,0,0,16.445800505076,27.774199494924
248.16,248.16,1,0,0,0,0,0,1,0,311.838022576012,-63.6780225760122
97.31,97.31,1,0,0,1,0,0,0,0,95.3308629355603,1.9791370644397
180.08,90.04,2,0,0,0,0,0,1,0,191.848366408999,-11.7683664089989
275.61,91.87,3,0,0,0,0,0,0,0,317.161258708419,-41.5512587084189
57.47,60.5,1,0.05,0,1,0,0,0,0,31.5437872774046,25.9262127225954
21.31,21.31,1,0,0,0,1,0,0,0,-17.5955779142572,38.9055779142572
44.51,46.85,1,0.05,0,0,0,1,0,0,3.97984860686052,40.5301513931395
12.03,12.66,1,0.05,0,0,0,0,0,1,-39.5404354891121,51.5704354891121
91.22,25.34,4,0.1,0,0,0,0,0,0,315.078731393494,-223.858731393494
6.16,3.08,2,0,0,0,1,0,0,0,70.2737107934791,-64.1137107934791
2923.24,1146.37,3,0.15,1,0,0,0,0,0,1837.19825510964,1086.04174489036
16.67,5.85,3,0.05,0,0,0,0,0,0,180.254312600006,-163.584312600006
1436.97,478.99,3,0,1,0,0,0,0,0,872.831653697307,564.138346302693
7.94,7.94,1,0,0,1,0,0,0,0,-37.4617162584948,45.4017162584948
